Ticker,Ticker + Name,Name
RMI,RMI | RiverNorth Opportunistic Municipal Income Fund Inc. Common Stock,RiverNorth Opportunistic Municipal Income Fund Inc. Common Stock
ORN,ORN | Orion Group Holdings Inc. Common,Orion Group Holdings Inc. Common
OXAC,OXAC | Oxbridge Acquisition Corp. Class A Ordinary Shares,Oxbridge Acquisition Corp. Class A Ordinary Shares
EDTX,EDTX | EdtechX Holdings Acquisition Corp. II Class A common stock,EdtechX Holdings Acquisition Corp. II Class A common stock
MOTN,MOTN | Motion Acquisition Corp. Class A Common Stock,Motion Acquisition Corp. Class A Common Stock
FAT,FAT | FAT Brands Inc. Class A Common Stock,FAT Brands Inc. Class A Common Stock
LEJU,LEJU | Leju Holdings Limited American Depositary Shares each representing one Ordinary share,Leju Holdings Limited American Depositary Shares each representing one Ordinary share
AREC,AREC | American Resources Corporation Class A Common Stock,American Resources Corporation Class A Common Stock
DCF,DCF | BNY Mellon Alcentra Global Credit Income 2024 Target Term Fund Inc. Common Stock,BNY Mellon Alcentra Global Credit Income 2024 Target Term Fund Inc. Common Stock
BTCY,BTCY | Biotricity Inc. Common Stock,Biotricity Inc. Common Stock
PONO,PONO | Pono Capital Corp Class A Common Stock,Pono Capital Corp Class A Common Stock
CGO,CGO | Calamos Global Total Return Fund Common Stock,Calamos Global Total Return Fund Common Stock
FRAF,FRAF | Franklin Financial Services Corporation Common Stock,Franklin Financial Services Corporation Common Stock
GMBL,GMBL | Esports Entertainment Group Inc. Common Stock,Esports Entertainment Group Inc. Common Stock
NOVN,NOVN | Novan Inc. Common Stock,Novan Inc. Common Stock
MLSS,MLSS | Milestone Scientific Inc. Common Stock,Milestone Scientific Inc. Common Stock
QLI,QLI | Qilian International Holding Group Ltd. Ordinary Shares,Qilian International Holding Group Ltd. Ordinary Shares
ADRA,ADRA | Adara Acquisition Corp. Class A Common Stock,Adara Acquisition Corp. Class A Common Stock
BKEP,BKEP | Blueknight Energy Partners L.P. Common Units,Blueknight Energy Partners L.P. Common Units
LMPX,LMPX | LMP Automotive Holdings Inc. Common Stock,LMP Automotive Holdings Inc. Common Stock
FXNC,FXNC | First National Corporation Common Stock,First National Corporation Common Stock
IAF,IAF | Aberdeen Australia Equity Fund Inc Common Stock,Aberdeen Australia Equity Fund Inc Common Stock
EQOS,EQOS | Diginex Limited Ordinary Shares,Diginex Limited Ordinary Shares
WINV,WINV | WinVest Acquisition Corp. Common Stock,WinVest Acquisition Corp. Common Stock
PYPD,PYPD | PolyPid Ltd. Ordinary Shares,PolyPid Ltd. Ordinary Shares
CIH,CIH | China Index Holdings Limited American Depository Shares,China Index Holdings Limited American Depository Shares
SLS,SLS | SELLAS Life Sciences Group Inc. Common Stock,SELLAS Life Sciences Group Inc. Common Stock
FCRD,FCRD | First Eagle Alternative Capital BDC Inc. Common Stock,First Eagle Alternative Capital BDC Inc. Common Stock
FARM,FARM | Farmer Brothers Company Common Stock,Farmer Brothers Company Common Stock
MKTY,MKTY | Mechanical Technology Incorporated Common Stock (Nevada),Mechanical Technology Incorporated Common Stock (Nevada)
ASPU,ASPU | Aspen Group Inc. Common Stock,Aspen Group Inc. Common Stock
GGGV,GGGV | G3 VRM Acquisition Corp. Class A Common Stock,G3 VRM Acquisition Corp. Class A Common Stock
NCNA,NCNA | NuCana plc American Depositary Share,NuCana plc American Depositary Share
NKG,NKG | Nuveen Georgia Quality Municipal Income Fund ,Nuveen Georgia Quality Municipal Income Fund 
GHM,GHM | Graham Corporation Common Stock,Graham Corporation Common Stock
VBLT,VBLT | Vascular Biogenics Ltd. Ordinary Shares,Vascular Biogenics Ltd. Ordinary Shares
AMPY,AMPY | Amplify Energy Corp. Common Stock,Amplify Energy Corp. Common Stock
STCN,STCN | Steel Connect Inc. Common Stock,Steel Connect Inc. Common Stock
OFED,OFED | Oconee Federal Financial Corp. Common Stock,Oconee Federal Financial Corp. Common Stock
TACT,TACT | TransAct Technologies Incorporated Common Stock,TransAct Technologies Incorporated Common Stock
KZIA,KZIA | Kazia Therapeutics Limited American Depositary Shares,Kazia Therapeutics Limited American Depositary Shares
KSM,KSM | DWS Strategic Municipal Income Trust,DWS Strategic Municipal Income Trust
SRGA,SRGA | Surgalign Holdings Inc. Common Stock,Surgalign Holdings Inc. Common Stock
FCAP,FCAP | First Capital Inc. Common Stock,First Capital Inc. Common Stock
MGF,MGF | MFS Government Markets Income Trust Common Stock,MFS Government Markets Income Trust Common Stock
LMST,LMST | Limestone Bancorp Inc. Common Stock,Limestone Bancorp Inc. Common Stock
SBI,SBI | Western Asset Intermediate Muni Fund Inc Common Stock,Western Asset Intermediate Muni Fund Inc Common Stock
FSTX,FSTX | F-star Therapeutics Inc. Common Stock,F-star Therapeutics Inc. Common Stock
TDAC,TDAC | Trident Acquisitions Corp. Common Stock,Trident Acquisitions Corp. Common Stock
EYEN,EYEN | Eyenovia Inc. Common Stock,Eyenovia Inc. Common Stock
MACU,MACU | Mallard Acquisition Corp. Common stock,Mallard Acquisition Corp. Common stock
IHD,IHD | Voya Emerging Markets High Income Dividend Equity Fund Common Shares,Voya Emerging Markets High Income Dividend Equity Fund Common Shares
TTOO,TTOO | T2 Biosystems Inc. Common Stock,T2 Biosystems Inc. Common Stock
ATNF,ATNF | 180 Life Sciences Corp. Common Stock,180 Life Sciences Corp. Common Stock
DYAI,DYAI | Dyadic International Inc. Common Stock,Dyadic International Inc. Common Stock
RCOR,RCOR | Renovacor Inc. Common Stock,Renovacor Inc. Common Stock
BSBK,BSBK | Bogota Financial Corp. Common Stock,Bogota Financial Corp. Common Stock
MCHX,MCHX | Marchex Inc. Class B Common Stock,Marchex Inc. Class B Common Stock
CSBR,CSBR | Champions Oncology Inc. Common Stock,Champions Oncology Inc. Common Stock
UBFO,UBFO | United Security Bancshares Common Stock,United Security Bancshares Common Stock
GLEE,GLEE | Gladstone Acquisition Corp. Class A Common Stock,Gladstone Acquisition Corp. Class A Common Stock
PAYS,PAYS | Paysign Inc. Common Stock,Paysign Inc. Common Stock
AMAO,AMAO | American Acquisition Opportunity Inc. Class A Common Stock,American Acquisition Opportunity Inc. Class A Common Stock
MMLP,MMLP | Martin Midstream Partners L.P. Limited Partnership,Martin Midstream Partners L.P. Limited Partnership
LARK,LARK | Landmark Bancorp Inc. Common Stock,Landmark Bancorp Inc. Common Stock
PNI,PNI | Pimco New York Municipal Income Fund II Common Shares of Beneficial Interest,Pimco New York Municipal Income Fund II Common Shares of Beneficial Interest
NMRD,NMRD | Nemaura Medical Inc. Common Stock,Nemaura Medical Inc. Common Stock
ASC,ASC | Ardmore Shipping Corporation Common Stock,Ardmore Shipping Corporation Common Stock
VERY,VERY | Vericity Inc. Common Stock,Vericity Inc. Common Stock
SREV,SREV | ServiceSource International Inc. Common Stock,ServiceSource International Inc. Common Stock
OTRA,OTRA | OTR Acquisition Corp. Class A Common Stock,OTR Acquisition Corp. Class A Common Stock
SGA,SGA | Saga Communications Inc. Class A Common Stock (FL),Saga Communications Inc. Class A Common Stock (FL)
TZOO,TZOO | Travelzoo Common Stock,Travelzoo Common Stock
VGI,VGI | Virtus Global Multi-Sector Income Fund Common Shares of Beneficial Interest,Virtus Global Multi-Sector Income Fund Common Shares of Beneficial Interest
AYLA,AYLA | Ayala Pharmaceuticals Inc. Common Stock,Ayala Pharmaceuticals Inc. Common Stock
HNW,HNW | Pioneer Diversified High Income Fund Inc.,Pioneer Diversified High Income Fund Inc.
EPSN,EPSN | Epsilon Energy Ltd. Common Share,Epsilon Energy Ltd. Common Share
MRKR,MRKR | Marker Therapeutics Inc. Common Stock,Marker Therapeutics Inc. Common Stock
EUCR,EUCR | Eucrates Biomedical Acquisition Corp. Ordinary Shares,Eucrates Biomedical Acquisition Corp. Ordinary Shares
ELOX,ELOX | Eloxx Pharmaceuticals Inc. Common Stock,Eloxx Pharmaceuticals Inc. Common Stock
CBFV,CBFV | CB Financial Services Inc. Common Stock,CB Financial Services Inc. Common Stock
FET,FET | Forum Energy Technologies Inc. Common Stock,Forum Energy Technologies Inc. Common Stock
NIM,NIM | Nuveen Select Maturities Municipal Fund Common Stock,Nuveen Select Maturities Municipal Fund Common Stock
JYAC,JYAC | Jiya Acquisition Corp. Class A Common Stock,Jiya Acquisition Corp. Class A Common Stock
MBII,MBII | Marrone Bio Innovations Inc. Common Stock,Marrone Bio Innovations Inc. Common Stock
BRLT,BRLT | Brilliant Earth Group Inc. Class A Common Stock,Brilliant Earth Group Inc. Class A Common Stock
ANIX,ANIX | Anixa Biosciences Inc. Common Stock,Anixa Biosciences Inc. Common Stock
PCM,PCM | PCM Fund Inc. Common Stock,PCM Fund Inc. Common Stock
SMHI,SMHI | SEACOR Marine Holdings Inc. Common Stock ,SEACOR Marine Holdings Inc. Common Stock 
OVBC,OVBC | Ohio Valley Banc Corp. Common Stock,Ohio Valley Banc Corp. Common Stock
IMV,IMV | IMV Inc. Common Shares,IMV Inc. Common Shares
CLPR,CLPR | Clipper Realty Inc. Common Stock,Clipper Realty Inc. Common Stock
LMAO,LMAO | LMF Acquisition Opportunities Inc. Class A common stock,LMF Acquisition Opportunities Inc. Class A common stock
AE,AE | Adams Resources & Energy Inc. Common Stock,Adams Resources & Energy Inc. Common Stock
UBX,UBX | Unity Biotechnology Inc. Common Stock,Unity Biotechnology Inc. Common Stock
CFBK,CFBK | CF Bankshares Inc. Common Stock,CF Bankshares Inc. Common Stock
ERH,ERH | Wells Fargo Utilities and High Income Fund,Wells Fargo Utilities and High Income Fund
GBNH,GBNH | Greenbrook TMS Inc. Common Shares,Greenbrook TMS Inc. Common Shares
XFOR,XFOR | X4 Pharmaceuticals Inc. Common Stock,X4 Pharmaceuticals Inc. Common Stock
VMAC,VMAC | Vistas Media Acquisition Company Inc. Class A Common Stock,Vistas Media Acquisition Company Inc. Class A Common Stock
SCYX,SCYX | SCYNEXIS Inc. Common Stock,SCYNEXIS Inc. Common Stock
BOXL,BOXL | Boxlight Corporation Class A Common Stock,Boxlight Corporation Class A Common Stock
OESX,OESX | Orion Energy Systems Inc. Common Stock,Orion Energy Systems Inc. Common Stock
PNRG,PNRG | PrimeEnergy Resources Corporation Common Stock,PrimeEnergy Resources Corporation Common Stock
MDNA,MDNA | Medicenna Therapeutics Corp. Common Shares,Medicenna Therapeutics Corp. Common Shares
LOGC,LOGC | LogicBio Therapeutics Inc. Common Stock,LogicBio Therapeutics Inc. Common Stock
NBSE,NBSE | NeuBase Therapeutics Inc.  Common Stock,NeuBase Therapeutics Inc.  Common Stock
SBFG,SBFG | SB Financial Group Inc. Common Stock,SB Financial Group Inc. Common Stock
CMU,CMU | MFS Municipal Income Trust Common Stock,MFS Municipal Income Trust Common Stock
BWAY,BWAY | BrainsWay Ltd. American Depositary Shares,BrainsWay Ltd. American Depositary Shares
LIQT,LIQT | LiqTech International Inc. Common Stock,LiqTech International Inc. Common Stock
GORO,GORO | Gold Resource Corporation Common Stock,Gold Resource Corporation Common Stock
CXDO,CXDO | Crexendo Inc. Common Stock,Crexendo Inc. Common Stock
WATT,WATT | Energous Corporation Common Stock,Energous Corporation Common Stock
ETON,ETON | Eton Pharmaceuticals Inc. Common Stock,Eton Pharmaceuticals Inc. Common Stock
STIM,STIM | Neuronetics Inc. Common Stock,Neuronetics Inc. Common Stock
KRMD,KRMD | Repro Med Systems Inc. Common Stock,Repro Med Systems Inc. Common Stock
CRBP,CRBP | Corbus Pharmaceuticals Holdings Inc. Common Stock,Corbus Pharmaceuticals Holdings Inc. Common Stock
KFS,KFS | Kingsway Financial Services Inc. Common Stock (DE),Kingsway Financial Services Inc. Common Stock (DE)
ACU,ACU | Acme United Corporation. Common Stock,Acme United Corporation. Common Stock
EDF,EDF | Stone Harbor Emerging Markets Income Fund Common Shares of Beneficial Interest,Stone Harbor Emerging Markets Income Fund Common Shares of Beneficial Interest
IPA,IPA | ImmunoPrecise Antibodies Ltd. Common Stock,ImmunoPrecise Antibodies Ltd. Common Stock
LEE,LEE | Lee Enterprises Incorporated Common Stock,Lee Enterprises Incorporated Common Stock
AAIC,AAIC | Arlington Asset Investment Corp Class A (new),Arlington Asset Investment Corp Class A (new)
IMBI,IMBI | iMedia Brands Inc. Class A Common Stock,iMedia Brands Inc. Class A Common Stock
SZC,SZC | Cushing NextGen Infrastructure Income Fund Common Shares of Beneficial Interest,Cushing NextGen Infrastructure Income Fund Common Shares of Beneficial Interest
MLVF,MLVF | Malvern Bancorp Inc. Common Stock,Malvern Bancorp Inc. Common Stock
FVE,FVE | Five Star Senior Living Inc. Common Stock,Five Star Senior Living Inc. Common Stock
BTTR,BTTR | Better Choice Company Inc. Common Stock,Better Choice Company Inc. Common Stock
PROV,PROV | Provident Financial Holdings Inc. Common Stock,Provident Financial Holdings Inc. Common Stock
RIVE,RIVE | Riverview Financial Corporation Common Stock,Riverview Financial Corporation Common Stock
BGSF,BGSF | BGSF Inc. Common Stock,BGSF Inc. Common Stock
SMM,SMM | Salient Midstream Common Shares of Beneficial Interest,Salient Midstream Common Shares of Beneficial Interest
JEQ,JEQ | Aberdeen Japan Equity Fund Inc.  Common Stock,Aberdeen Japan Equity Fund Inc.  Common Stock
BCTX,BCTX | BriaCell Therapeutics Corp. Common Shares,BriaCell Therapeutics Corp. Common Shares
MNTX,MNTX | Manitex International Inc. Common Stock,Manitex International Inc. Common Stock
ENLV,ENLV | Enlivex Therapeutics Ltd. Ordinary Shares,Enlivex Therapeutics Ltd. Ordinary Shares
TRX,TRX | Tanzanian Gold Corporation Common Stock,Tanzanian Gold Corporation Common Stock
ELVT,ELVT | Elevate Credit Inc. Common Stock,Elevate Credit Inc. Common Stock
GDL,GDL | GDL Fund The Common Shares of Beneficial Interest,GDL Fund The Common Shares of Beneficial Interest
UGRO,UGRO | urban-gro Inc. Common Stock,urban-gro Inc. Common Stock
EVF,EVF | Eaton Vance Senior Income Trust Common Stock,Eaton Vance Senior Income Trust Common Stock
FATBB,FATBB | FAT Brands Inc. Class B Common Stock,FAT Brands Inc. Class B Common Stock
SWZ,SWZ | Swiss Helvetia Fund Inc. (The) Common Stock,Swiss Helvetia Fund Inc. (The) Common Stock
ALOT,ALOT | AstroNova Inc. Common Stock,AstroNova Inc. Common Stock
KALA,KALA | Kala Pharmaceuticals Inc. Common Stock,Kala Pharmaceuticals Inc. Common Stock
YTRA,YTRA | Yatra Online Inc. Ordinary Shares,Yatra Online Inc. Ordinary Shares
CLDB,CLDB | Cortland Bancorp Common Stock,Cortland Bancorp Common Stock
ADES,ADES | Advanced Emissions Solutions Inc. Common Stock,Advanced Emissions Solutions Inc. Common Stock
CBIO,CBIO | Catalyst Biosciences Inc. Common Stock,Catalyst Biosciences Inc. Common Stock
SLNG,SLNG | Stabilis Solutions Inc. Common Stock,Stabilis Solutions Inc. Common Stock
VTVT,VTVT | vTv Therapeutics Inc. Class A Common Stock,vTv Therapeutics Inc. Class A Common Stock
WSTG,WSTG | Wayside Technology Group Inc. Common Stock,Wayside Technology Group Inc. Common Stock
PCSA,PCSA | Processa Pharmaceuticals Inc. Common Stock,Processa Pharmaceuticals Inc. Common Stock
PGP,PGP | Pimco Global Stocksplus & Income Fund Pimco Global StocksPlus & Income Fund Common Shares of Beneficial Interest,Pimco Global Stocksplus & Income Fund Pimco Global StocksPlus & Income Fund Common Shares of Beneficial Interest
GSIT,GSIT | GSI Technology Common Stock,GSI Technology Common Stock
ONCY,ONCY | Oncolytics Biotech Inc. Common Shares,Oncolytics Biotech Inc. Common Shares
ACRX,ACRX | AcelRx Pharmaceuticals Inc. Common Stock,AcelRx Pharmaceuticals Inc. Common Stock
RBKB,RBKB | Rhinebeck Bancorp Inc. Common Stock,Rhinebeck Bancorp Inc. Common Stock
QH,QH | Quhuo Limited American Depository Shares,Quhuo Limited American Depository Shares
RNDB,RNDB | Randolph Bancorp Inc. Common Stock,Randolph Bancorp Inc. Common Stock
ARC,ARC | ARC Document Solutions Inc. Common Stock,ARC Document Solutions Inc. Common Stock
AUBN,AUBN | Auburn National Bancorporation Inc. Common Stock,Auburn National Bancorporation Inc. Common Stock
QRHC,QRHC | Quest Resource Holding Corporation Common Stock,Quest Resource Holding Corporation Common Stock
FUNC,FUNC | First United Corporation Common Stock,First United Corporation Common Stock
CTG,CTG | Computer Task Group Inc. Common Stock,Computer Task Group Inc. Common Stock
AEYE,AEYE | AudioEye Inc. Common Stock,AudioEye Inc. Common Stock
GCV,GCV | Gabelli Convertible and Income Securities Fund Inc. (The) Common Stock,Gabelli Convertible and Income Securities Fund Inc. (The) Common Stock
ADOC,ADOC | Edoc Acquisition Corp. Class A Ordinary Share,Edoc Acquisition Corp. Class A Ordinary Share
SFBC,SFBC | Sound Financial Bancorp Inc. Common Stock,Sound Financial Bancorp Inc. Common Stock
GEOS,GEOS | Geospace Technologies Corporation Common Stock (Texas),Geospace Technologies Corporation Common Stock (Texas)
INTT,INTT | inTest Corporation Common Stock,inTest Corporation Common Stock
CCM,CCM | Concord Medical Services Holdings Limited ADS (Each represents three ordinary shares),Concord Medical Services Holdings Limited ADS (Each represents three ordinary shares)
ISSC,ISSC | Innovative Solutions and Support Inc. Common Stock,Innovative Solutions and Support Inc. Common Stock
WWR,WWR | Westwater Resources Inc. Common Stock,Westwater Resources Inc. Common Stock
IZEA,IZEA | IZEA Worldwide Inc. Common Stock,IZEA Worldwide Inc. Common Stock
WKEY,WKEY | WISeKey International Holding AG American Depositary Shares,WISeKey International Holding AG American Depositary Shares
IRIX,IRIX | IRIDEX Corporation Common Stock,IRIDEX Corporation Common Stock
MRAM,MRAM | Everspin Technologies Inc. Common Stock,Everspin Technologies Inc. Common Stock
HCTI,HCTI | Healthcare Triangle Inc. Common Stock,Healthcare Triangle Inc. Common Stock
HUIZ,HUIZ | Huize Holding Limited American Depositary Shares,Huize Holding Limited American Depositary Shares
BRID,BRID | Bridgford Foods Corporation Common Stock,Bridgford Foods Corporation Common Stock
HIL,HIL | Hill International Inc. Common Stock,Hill International Inc. Common Stock
CRXT,CRXT | Clarus Therapeutics Holdings Inc. Common Stock,Clarus Therapeutics Holdings Inc. Common Stock
CYCN,CYCN | Cyclerion Therapeutics Inc. Common Stock,Cyclerion Therapeutics Inc. Common Stock
IVAC,IVAC | Intevac Inc. Common Stock,Intevac Inc. Common Stock
ODT,ODT | Odonate Therapeutics Inc. Common Stock,Odonate Therapeutics Inc. Common Stock
HEPA,HEPA | Hepion Pharmaceuticals Inc. Common Stock,Hepion Pharmaceuticals Inc. Common Stock
JLS,JLS | Nuveen Mortgage and Income Fund,Nuveen Mortgage and Income Fund
DEX,DEX | Delaware Enhanced Global Dividend Common Shares of Beneficial Interest,Delaware Enhanced Global Dividend Common Shares of Beneficial Interest
MRIN,MRIN | Marin Software Incorporated Common Stock,Marin Software Incorporated Common Stock
EYES,EYES | Second Sight Medical Products Inc. Common Stock,Second Sight Medical Products Inc. Common Stock
PBIP,PBIP | Prudential Bancorp Inc. Common Stock,Prudential Bancorp Inc. Common Stock
FRLN,FRLN | Freeline Therapeutics Holdings plc American Depositary Shares,Freeline Therapeutics Holdings plc American Depositary Shares
EXD,EXD | Eaton Vance Tax-Managed Buy-Write Strategy Fund Common Shares of Beneficial Interest,Eaton Vance Tax-Managed Buy-Write Strategy Fund Common Shares of Beneficial Interest
SPI,SPI | SPI Energy Co. Ltd. Ordinary Shares,SPI Energy Co. Ltd. Ordinary Shares
GNPX,GNPX | Genprex Inc. Common Stock,Genprex Inc. Common Stock
ZEST,ZEST | Ecoark Holdings Inc. Common Stock,Ecoark Holdings Inc. Common Stock
AGTC,AGTC | Applied Genetic Technologies Corporation Common Stock,Applied Genetic Technologies Corporation Common Stock
PFX,PFX | PhenixFIN Corporation Common Stock,PhenixFIN Corporation Common Stock
ULBI,ULBI | Ultralife Corporation Common Stock,Ultralife Corporation Common Stock
SSBI,SSBI | Summit State Bank Common Stock,Summit State Bank Common Stock
DPRO,DPRO | Draganfly Inc. Common Shares,Draganfly Inc. Common Shares
CWBC,CWBC | Community West Bancshares Common Stock,Community West Bancshares Common Stock
JEMD,JEMD | Nuveen Emerging Markets Debt 2022 Target Term Fund Common Shares of Beneficial Interest $0.01 par value per share,Nuveen Emerging Markets Debt 2022 Target Term Fund Common Shares of Beneficial Interest $0.01 par value per share
WLMS,WLMS | Williams Industrial Services Group Inc. Common Stock,Williams Industrial Services Group Inc. Common Stock
BKSC,BKSC | Bank of South Carolina Corp. Common Stock,Bank of South Carolina Corp. Common Stock
OPOF,OPOF | Old Point Financial Corporation Common Stock,Old Point Financial Corporation Common Stock
MSAC,MSAC | Medicus Sciences Acquisition Corp. Class A Ordinary Share,Medicus Sciences Acquisition Corp. Class A Ordinary Share
INAB,INAB | IN8bio Inc. Common Stock,IN8bio Inc. Common Stock
UCL,UCL | uCloudlink Group Inc. American Depositary Shares,uCloudlink Group Inc. American Depositary Shares
NMI,NMI | Nuveen Municipal Income Fund Inc. Common Stock,Nuveen Municipal Income Fund Inc. Common Stock
USAS,USAS | Americas Gold and Silver Corporation Common Shares no par value,Americas Gold and Silver Corporation Common Shares no par value
CCEL,CCEL | Cryo-Cell International Inc. Common Stock,Cryo-Cell International Inc. Common Stock
LTRN,LTRN | Lantern Pharma Inc. Common Stock,Lantern Pharma Inc. Common Stock
JAKK,JAKK | JAKKS Pacific Inc. Common Stock,JAKKS Pacific Inc. Common Stock
BCLI,BCLI | Brainstorm Cell Therapeutics Inc. Common Stock,Brainstorm Cell Therapeutics Inc. Common Stock
AGFS,AGFS | AgroFresh Solutions Inc. Common Stock,AgroFresh Solutions Inc. Common Stock
SLHG,SLHG | Skylight Health Group Inc. Ordinary Shares,Skylight Health Group Inc. Ordinary Shares
AXR,AXR | AMREP Corporation Common Stock,AMREP Corporation Common Stock
ARDX,ARDX | Ardelyx Inc. Common Stock,Ardelyx Inc. Common Stock
HNRG,HNRG | Hallador Energy Company Common Stock,Hallador Energy Company Common Stock
SND,SND | Smart Sand Inc. Common Stock,Smart Sand Inc. Common Stock
AIRG,AIRG | Airgain Inc. Common Stock,Airgain Inc. Common Stock
DLNG,DLNG | Dynagas LNG Partners LP Common Units,Dynagas LNG Partners LP Common Units
DARE,DARE | Dare Bioscience Inc. Common Stock,Dare Bioscience Inc. Common Stock
VVPR,VVPR | VivoPower International PLC Ordinary Shares,VivoPower International PLC Ordinary Shares
VCIF,VCIF | Vertical Capital Income Fund Common Shares of Beneficial Interest,Vertical Capital Income Fund Common Shares of Beneficial Interest
YCBD,YCBD | cbdMD Inc. Common Stock,cbdMD Inc. Common Stock
CLXT,CLXT | Calyxt Inc. Common Stock,Calyxt Inc. Common Stock
ELA,ELA | Envela Corporation Common Stock,Envela Corporation Common Stock
OPTT,OPTT | Ocean Power Technologies Inc. Common Stock,Ocean Power Technologies Inc. Common Stock
LXEH,LXEH | Lixiang Education Holding Co. Ltd. American Depositary Shares,Lixiang Education Holding Co. Ltd. American Depositary Shares
DOGZ,DOGZ | Dogness (International) Corporation Class A Common Stock,Dogness (International) Corporation Class A Common Stock
MTBC,MTBC | CareCloud Inc. Common Stock,CareCloud Inc. Common Stock
PCYG,PCYG | Park City Group Inc. Common Stock,Park City Group Inc. Common Stock
IFRX,IFRX | InflaRx N.V. Common Stock,InflaRx N.V. Common Stock
NYC,NYC | New York City REIT Inc. Class A Common Stock,New York City REIT Inc. Class A Common Stock
APRE,APRE | Aprea Therapeutics Inc. Common stock,Aprea Therapeutics Inc. Common stock
EVGN,EVGN | Evogene Ltd Ordinary Shares,Evogene Ltd Ordinary Shares
LJPC,LJPC | La Jolla Pharmaceutical Company Common Stock,La Jolla Pharmaceutical Company Common Stock
GLU,GLU | Gabelli Global Utility Common Shares of Beneficial Ownership,Gabelli Global Utility Common Shares of Beneficial Ownership
RDI,RDI | Reading International Inc Class A Common Stock,Reading International Inc Class A Common Stock
OTIC,OTIC | Otonomy Inc. Common Stock,Otonomy Inc. Common Stock
HMNF,HMNF | HMN Financial Inc. Common Stock,HMN Financial Inc. Common Stock
ASLN,ASLN | ASLAN Pharmaceuticals Limited American Depositary Shares,ASLAN Pharmaceuticals Limited American Depositary Shares
SJ,SJ | Scienjoy Holding Corporation Ordinary Shares,Scienjoy Holding Corporation Ordinary Shares
INTG,INTG | Intergroup Corporation (The) Common Stock,Intergroup Corporation (The) Common Stock
AYRO,AYRO | AYRO Inc. Common Stock,AYRO Inc. Common Stock
EVFM,EVFM | Evofem Biosciences Inc. Common Stock,Evofem Biosciences Inc. Common Stock
MOXC,MOXC | Moxian (BVI) Inc Ordinary Shares,Moxian (BVI) Inc Ordinary Shares
BLCT,BLCT | BlueCity Holdings Limited American Depositary Shares,BlueCity Holdings Limited American Depositary Shares
LCI,LCI | Lannett Co Inc Common Stock,Lannett Co Inc Common Stock
CDOR,CDOR | Condor Hospitality Trust Inc. Common Stock,Condor Hospitality Trust Inc. Common Stock
CIZN,CIZN | Citizens Holding Company Common Stock,Citizens Holding Company Common Stock
VERO,VERO | Venus Concept Inc. Common Stock,Venus Concept Inc. Common Stock
SUNW,SUNW | Sunworks Inc. Common Stock,Sunworks Inc. Common Stock
ORGS,ORGS | Orgenesis Inc. Common Stock,Orgenesis Inc. Common Stock
PGZ,PGZ | Principal Real Estate Income Fund Common Shares of Beneficial Interest,Principal Real Estate Income Fund Common Shares of Beneficial Interest
RGS,RGS | Regis Corporation Common Stock,Regis Corporation Common Stock
SPRB,SPRB | Spruce Biosciences Inc. Common Stock,Spruce Biosciences Inc. Common Stock
FVAM,FVAM | 5:01 Acquisition Corp. Class A Common Stock,5:01 Acquisition Corp. Class A Common Stock
PCTI,PCTI | PCTEL Inc. Common Stock,PCTEL Inc. Common Stock
XCUR,XCUR | Exicure Inc. Common Stock,Exicure Inc. Common Stock
GFED,GFED | Guaranty Federal Bancshares Inc. Common Stock,Guaranty Federal Bancshares Inc. Common Stock
OTEC,OTEC | OceanTech Acquisitions I Corp. Class A Common Stock,OceanTech Acquisitions I Corp. Class A Common Stock
VNCE,VNCE | Vince Holding Corp. Common Stock,Vince Holding Corp. Common Stock
CMMB,CMMB | Chemomab Therapeutics Ltd. American Depositary Share,Chemomab Therapeutics Ltd. American Depositary Share
EDSA,EDSA | Edesa Biotech Inc. Common Shares,Edesa Biotech Inc. Common Shares
VTSI,VTSI | VirTra Inc. Common Stock,VirTra Inc. Common Stock
OBCI,OBCI | Ocean Bio-Chem Inc. Common Stock,Ocean Bio-Chem Inc. Common Stock
BGIO,BGIO | BlackRock 2022 Global Income Opportunity Trust Common Shares of Beneficial Interest,BlackRock 2022 Global Income Opportunity Trust Common Shares of Beneficial Interest
STAB,STAB | Statera Biopharma Inc. Common Stock,Statera Biopharma Inc. Common Stock
SANW,SANW | S&W Seed Company Common Stock (NV),S&W Seed Company Common Stock (NV)
AXLA,AXLA | Axcella Health Inc. Common Stock,Axcella Health Inc. Common Stock
IAE,IAE | Voya Asia Pacific High Dividend Equity Income Fund ING Asia Pacific High Dividend Equity Income Fund Common Shares of Beneficial Interest,Voya Asia Pacific High Dividend Equity Income Fund ING Asia Pacific High Dividend Equity Income Fund Common Shares of Beneficial Interest
FAM,FAM | First Trust/Aberdeen Global Opportunity Income Fund First Trust/Aberdeen Global Opportunity Income Fund Common Shares of Beneficial Interest,First Trust/Aberdeen Global Opportunity Income Fund First Trust/Aberdeen Global Opportunity Income Fund Common Shares of Beneficial Interest
LYRA,LYRA | Lyra Therapeutics Inc. Common Stock,Lyra Therapeutics Inc. Common Stock
GLYC,GLYC | GlycoMimetics Inc. Common Stock,GlycoMimetics Inc. Common Stock
AIH,AIH | Aesthetic Medical International Holdings Group Ltd. American Depositary Shares,Aesthetic Medical International Holdings Group Ltd. American Depositary Shares
PHX,PHX | PHX Minerals Inc. Common Stock,PHX Minerals Inc. Common Stock
